# user_id, other_user_id, rating
1,2,4.84
1,3,4.94
1,4,1.96
1,5,2.00
1,6,4.98
1,7,5.00
1,8,4.84
1,9,4.94
1,10,1.96
1,11,2.00
1,12,4.98
1,13,5.00
1,14,4.84
1,15,4.94
1,16,1.96
1,17,2.00
1,18,4.98
1,19,2.00
1,20,4.98
1,21,5.00
1,22,4.84
1,23,4.94
1,24,1.96
1,25,2.00
1,26,4.98
1,27,5.00
1,28,4.84
1,29,4.94
1,30,1.96
1,31,2.00
1,32,4.98
1,33,5.00
1,34,4.84
1,35,4.94
1,36,1.96
1,37,2.00
1,38,4.98
1,39,5.00
1,40,4.84
1,41,4.94
1,42,1.96
1,43,2.00
1,44,4.98
1,45,2.00
1,46,4.98
1,47,5.00
1,48,4.84
1,49,4.94
1,50,1.96
1,51,2.00
1,52,4.98
1,53,5.00
1,54,4.84
1,55,4.94
1,56,1.96
1,57,2.00
1,58,4.98
1,59,5.00
1,60,4.84
1,61,4.94
1,62,1.96
1,63,2.00
1,64,4.98
1,65,5.00
1,66,4.84
1,67,4.94
1,68,1.96
1,69,2.00
1,70,4.98
1,71,2.00
1,72,4.98
1,73,5.00
1,74,4.84
1,75,4.94
1,76,1.96
1,77,2.00
1,78,4.98
1,79,5.00
1,80,4.84
1,81,4.94
1,82,1.96
1,83,2.00
1,84,4.98
1,85,5.00
1,86,4.84
1,87,4.94
1,88,1.96
1,89,2.00
1,90,4.98
1,91,5.00
1,92,4.84
1,93,4.94
1,94,1.96
1,95,2.00
1,96,4.98
1,97,2.00
1,98,4.98
1,99,5.00
1,100,4.84
1,101,4.94
1,102,1.96
1,103,2.00
1,104,4.98
1,105,5.00
1,106,4.84
1,107,4.94
1,108,1.96
1,109,2.00
1,110,4.98
1,111,5.00
1,112,4.84
1,113,4.94
1,114,1.96
1,115,2.00
1,116,4.98
1,117,5.00
1,118,4.84
1,119,4.94
1,120,1.96
1,121,2.00
1,122,4.98
1,123,2.00
1,124,4.98
1,125,5.00
1,126,4.84
1,127,4.94
1,128,1.96
1,129,2.00
1,130,4.98
1,131,5.00
1,132,4.84
1,133,4.94
1,134,1.96
1,135,2.00
1,136,4.98
1,137,5.00
1,138,4.84
1,139,4.94
1,140,1.96
1,141,2.00
1,142,4.98
1,143,5.00
1,144,4.84
1,145,4.94
1,146,1.96
1,147,2.00
1,148,4.98
1,149,2.00
1,150,4.98
1,151,5.00
1,152,4.84
1,153,4.94
1,154,1.96
1,155,2.00
1,156,4.98
1,157,5.00
1,158,4.84
1,159,4.94
1,160,1.96
1,161,2.00
1,162,4.98
1,163,5.00
1,164,4.84
1,165,4.94
1,166,1.96
1,167,2.00
1,168,4.98
1,169,5.00
1,170,4.84
1,171,4.94
1,172,1.96
1,173,2.00
1,174,4.98
1,175,2.00
1,176,4.98
1,177,5.00
1,178,4.84
1,179,4.94
1,180,1.96
1,181,2.00
1,182,4.98
1,183,5.00
1,184,4.84
1,185,4.94
1,186,1.96
1,187,2.00
1,188,4.98
1,189,5.00
1,190,4.94
1,190,4.94
1,191,1.96
1,192,2.00
1,193,4.98
1,194,5.00
1,195,4.84
1,196,4.94
1,197,1.96
1,198,2.00
1,199,4.98
1,200,2.00
1,201,4.98
1,202,5.00
1,203,4.84
1,204,4.94
1,205,1.96
1,206,2.00
1,207,4.98
2,1,4.84
2,3,4.90
2,4,1.88
2,5,1.84
2,6,4.86
2,7,4.84
2,8,5.00
2,9,4.90
2,10,1.88
2,11,1.84
2,12,4.86
2,13,4.84
2,14,5.00
2,15,4.90
2,16,1.88
2,17,1.84
2,18,4.86
2,19,1.84
2,20,4.86
2,21,4.84
2,22,5.00
2,23,4.90
2,24,1.88
2,25,1.84
2,26,4.86
2,27,4.84
2,28,5.00
2,29,4.90
2,30,1.88
2,31,1.84
2,32,4.86
2,33,4.84
2,34,5.00
2,35,4.90
2,36,1.88
2,37,1.84
2,38,4.86
2,39,4.84
2,40,5.00
2,41,4.90
2,42,1.88
2,43,1.84
2,44,4.86
2,45,1.84
2,46,4.86
2,47,4.84
2,48,5.00
2,49,4.90
2,50,1.88
2,51,1.84
2,52,4.86
2,53,4.84
2,54,5.00
2,55,4.90
2,56,1.88
2,57,1.84
2,58,4.86
2,59,4.84
2,60,5.00
2,61,4.90
2,62,1.88
2,63,1.84
2,64,4.86
2,65,4.84
2,66,5.00
2,67,4.90
2,68,1.88
2,69,1.84
2,70,4.86
2,71,1.84
2,72,4.86
2,73,4.84
2,74,5.00
2,75,4.90
2,76,1.88
2,77,1.84
2,78,4.86
2,79,4.84
2,80,5.00
2,81,4.90
2,82,1.88
2,83,1.84
2,84,4.86
2,85,4.84
2,86,5.00
2,87,4.90
2,88,1.88
2,89,1.84
2,90,4.86
2,91,4.84
2,92,5.00
2,93,4.90
2,94,1.88
2,95,1.84
2,96,4.86
2,97,1.84
2,98,4.86
2,99,4.84
2,100,5.00
2,101,4.90
2,102,1.88
2,103,1.84
2,104,4.86
2,105,4.84
2,106,5.00
2,107,4.90
2,108,1.88
2,109,1.84
2,110,4.86
2,111,4.84
2,112,5.00
2,113,4.90
2,114,1.88
2,115,1.84
2,116,4.86
2,117,4.84
2,118,5.00
2,119,4.90
2,120,1.88
2,121,1.84
2,122,4.86
2,123,1.84
2,124,4.86
2,125,4.84
2,126,5.00
2,127,4.90
2,128,1.88
2,129,1.84
2,130,4.86
2,131,4.84
2,132,5.00
2,133,4.90
2,134,1.88
2,135,1.84
2,136,4.86
2,137,4.84
2,138,5.00
2,139,4.90
2,140,1.88
2,141,1.84
2,142,4.86
2,143,4.84
2,144,5.00
2,145,4.90
2,146,1.88
2,147,1.84
2,148,4.86
2,149,1.84
2,150,4.86
2,151,4.84
2,152,5.00
2,153,4.90
2,154,1.88
2,155,1.84
2,156,4.86
2,157,4.84
2,158,5.00
2,159,4.90
2,160,1.88
2,161,1.84
2,162,4.86
2,163,4.84
2,164,5.00
2,165,4.90
2,166,1.88
2,167,1.84
2,168,4.86
2,169,4.84
2,170,5.00
2,171,4.90
2,172,1.88
2,173,1.84
2,174,4.86
2,175,1.84
2,176,4.86
2,177,4.84
2,178,5.00
2,179,4.90
2,180,1.88
2,181,1.84
2,182,4.86
2,183,4.84
2,184,5.00
2,185,4.90
2,186,1.88
2,187,1.84
2,188,4.86
2,189,4.84
2,190,4.90
2,190,4.90
2,191,1.88
2,192,1.84
2,193,4.86
2,194,4.84
2,195,5.00
2,196,4.90
2,197,1.88
2,198,1.84
2,199,4.86
2,200,1.84
2,201,4.86
2,202,4.84
2,203,5.00
2,204,4.90
2,205,1.88
2,206,1.84
2,207,4.86
3,1,4.94
3,2,4.90
3,4,1.98
3,5,1.94
3,6,4.96
3,7,4.94
3,8,4.90
3,9,5.00
3,10,1.98
3,11,1.94
3,12,4.96
3,13,4.94
3,14,4.90
3,15,5.00
3,16,1.98
3,17,1.94
3,18,4.96
3,19,1.94
3,20,4.96
3,21,4.94
3,22,4.90
3,23,5.00
3,24,1.98
3,25,1.94
3,26,4.96
3,27,4.94
3,28,4.90
3,29,5.00
3,30,1.98
3,31,1.94
3,32,4.96
3,33,4.94
3,34,4.90
3,35,5.00
3,36,1.98
3,37,1.94
3,38,4.96
3,39,4.94
3,40,4.90
3,41,5.00
3,42,1.98
3,43,1.94
3,44,4.96
3,45,1.94
3,46,4.96
3,47,4.94
3,48,4.90
3,49,5.00
3,50,1.98
3,51,1.94
3,52,4.96
3,53,4.94
3,54,4.90
3,55,5.00
3,56,1.98
3,57,1.94
3,58,4.96
3,59,4.94
3,60,4.90
3,61,5.00
3,62,1.98
3,63,1.94
3,64,4.96
3,65,4.94
3,66,4.90
3,67,5.00
3,68,1.98
3,69,1.94
3,70,4.96
3,71,1.94
3,72,4.96
3,73,4.94
3,74,4.90
3,75,5.00
3,76,1.98
3,77,1.94
3,78,4.96
3,79,4.94
3,80,4.90
3,81,5.00
3,82,1.98
3,83,1.94
3,84,4.96
3,85,4.94
3,86,4.90
3,87,5.00
3,88,1.98
3,89,1.94
3,90,4.96
3,91,4.94
3,92,4.90
3,93,5.00
3,94,1.98
3,95,1.94
3,96,4.96
3,97,1.94
3,98,4.96
3,99,4.94
3,100,4.90
3,101,5.00
3,102,1.98
3,103,1.94
3,104,4.96
3,105,4.94
3,106,4.90
3,107,5.00
3,108,1.98
3,109,1.94
3,110,4.96
3,111,4.94
3,112,4.90
3,113,5.00
3,114,1.98
3,115,1.94
3,116,4.96
3,117,4.94
3,118,4.90
3,119,5.00
3,120,1.98
3,121,1.94
3,122,4.96
3,123,1.94
3,124,4.96
3,125,4.94
3,126,4.90
3,127,5.00
3,128,1.98
3,129,1.94
3,130,4.96
3,131,4.94
3,132,4.90
3,133,5.00
3,134,1.98
3,135,1.94
3,136,4.96
3,137,4.94
3,138,4.90
3,139,5.00
3,140,1.98
3,141,1.94
3,142,4.96
3,143,4.94
3,144,4.90
3,145,5.00
3,146,1.98
3,147,1.94
3,148,4.96
3,149,1.94
3,150,4.96
3,151,4.94
3,152,4.90
3,153,5.00
3,154,1.98
3,155,1.94
3,156,4.96
3,157,4.94
3,158,4.90
3,159,5.00
3,160,1.98
3,161,1.94
3,162,4.96
3,163,4.94
3,164,4.90
3,165,5.00
3,166,1.98
3,167,1.94
3,168,4.96
3,169,4.94
3,170,4.90
3,171,5.00
3,172,1.98
3,173,1.94
3,174,4.96
3,175,1.94
3,176,4.96
3,177,4.94
3,178,4.90
3,179,5.00
3,180,1.98
3,181,1.94
3,182,4.96
3,183,4.94
3,184,4.90
3,185,5.00
3,186,1.98
3,187,1.94
3,188,4.96
3,189,4.94
3,190,5.00
3,190,5.00
3,191,1.98
3,192,1.94
3,193,4.96
3,194,4.94
3,195,4.90
3,196,5.00
3,197,1.98
3,198,1.94
3,199,4.96
3,200,1.94
3,201,4.96
3,202,4.94
3,203,4.90
3,204,5.00
3,205,1.98
3,206,1.94
3,207,4.96
4,1,1.96
4,2,1.88
4,3,1.98
4,5,4.96
4,6,1.98
4,7,1.96
4,8,1.88
4,9,1.98
4,10,5.00
4,11,4.96
4,12,1.98
4,13,1.96
4,14,1.88
4,15,1.98
4,16,5.00
4,17,4.96
4,18,1.98
4,19,4.96
4,20,1.98
4,21,1.96
4,22,1.88
4,23,1.98
4,24,5.00
4,25,4.96
4,26,1.98
4,27,1.96
4,28,1.88
4,29,1.98
4,30,5.00
4,31,4.96
4,32,1.98
4,33,1.96
4,34,1.88
4,35,1.98
4,36,5.00
4,37,4.96
4,38,1.98
4,39,1.96
4,40,1.88
4,41,1.98
4,42,5.00
4,43,4.96
4,44,1.98
4,45,4.96
4,46,1.98
4,47,1.96
4,48,1.88
4,49,1.98
4,50,5.00
4,51,4.96
4,52,1.98
4,53,1.96
4,54,1.88
4,55,1.98
4,56,5.00
4,57,4.96
4,58,1.98
4,59,1.96
4,60,1.88
4,61,1.98
4,62,5.00
4,63,4.96
4,64,1.98
4,65,1.96
4,66,1.88
4,67,1.98
4,68,5.00
4,69,4.96
4,70,1.98
4,71,4.96
4,72,1.98
4,73,1.96
4,74,1.88
4,75,1.98
4,76,5.00
4,77,4.96
4,78,1.98
4,79,1.96
4,80,1.88
4,81,1.98
4,82,5.00
4,83,4.96
4,84,1.98
4,85,1.96
4,86,1.88
4,87,1.98
4,88,5.00
4,89,4.96
4,90,1.98
4,91,1.96
4,92,1.88
4,93,1.98
4,94,5.00
4,95,4.96
4,96,1.98
4,97,4.96
4,98,1.98
4,99,1.96
4,100,1.88
4,101,1.98
4,102,5.00
4,103,4.96
4,104,1.98
4,105,1.96
4,106,1.88
4,107,1.98
4,108,5.00
4,109,4.96
4,110,1.98
4,111,1.96
4,112,1.88
4,113,1.98
4,114,5.00
4,115,4.96
4,116,1.98
4,117,1.96
4,118,1.88
4,119,1.98
4,120,5.00
4,121,4.96
4,122,1.98
4,123,4.96
4,124,1.98
4,125,1.96
4,126,1.88
4,127,1.98
4,128,5.00
4,129,4.96
4,130,1.98
4,131,1.96
4,132,1.88
4,133,1.98
4,134,5.00
4,135,4.96
4,136,1.98
4,137,1.96
4,138,1.88
4,139,1.98
4,140,5.00
4,141,4.96
4,142,1.98
4,143,1.96
4,144,1.88
4,145,1.98
4,146,5.00
4,147,4.96
4,148,1.98
4,149,4.96
4,150,1.98
4,151,1.96
4,152,1.88
4,153,1.98
4,154,5.00
4,155,4.96
4,156,1.98
4,157,1.96
4,158,1.88
4,159,1.98
4,160,5.00
4,161,4.96
4,162,1.98
4,163,1.96
4,164,1.88
4,165,1.98
4,166,5.00
4,167,4.96
4,168,1.98
4,169,1.96
4,170,1.88
4,171,1.98
4,172,5.00
4,173,4.96
4,174,1.98
4,175,4.96
4,176,1.98
4,177,1.96
4,178,1.88
4,179,1.98
4,180,5.00
4,181,4.96
4,182,1.98
4,183,1.96
4,184,1.88
4,185,1.98
4,186,5.00
4,187,4.96
4,188,1.98
4,189,1.96
4,190,1.98
4,190,1.98
4,191,5.00
4,192,4.96
4,193,1.98
4,194,1.96
4,195,1.88
4,196,1.98
4,197,5.00
4,198,4.96
4,199,1.98
4,200,4.96
4,201,1.98
4,202,1.96
4,203,1.88
4,204,1.98
4,205,5.00
4,206,4.96
4,207,1.98
5,1,2.00
5,2,1.84
5,3,1.94
5,4,4.96
5,6,1.98
5,7,2.00
5,8,1.84
5,9,1.94
5,10,4.96
5,11,5.00
5,12,1.98
5,13,2.00
5,14,1.84
5,15,1.94
5,16,4.96
5,17,5.00
5,18,1.98
5,19,5.00
5,20,1.98
5,21,2.00
5,22,1.84
5,23,1.94
5,24,4.96
5,25,5.00
5,26,1.98
5,27,2.00
5,28,1.84
5,29,1.94
5,30,4.96
5,31,5.00
5,32,1.98
5,33,2.00
5,34,1.84
5,35,1.94
5,36,4.96
5,37,5.00
5,38,1.98
5,39,2.00
5,40,1.84
5,41,1.94
5,42,4.96
5,43,5.00
5,44,1.98
5,45,5.00
5,46,1.98
5,47,2.00
5,48,1.84
5,49,1.94
5,50,4.96
5,51,5.00
5,52,1.98
5,53,2.00
5,54,1.84
5,55,1.94
5,56,4.96
5,57,5.00
5,58,1.98
5,59,2.00
5,60,1.84
5,61,1.94
5,62,4.96
5,63,5.00
5,64,1.98
5,65,2.00
5,66,1.84
5,67,1.94
5,68,4.96
5,69,5.00
5,70,1.98
5,71,5.00
5,72,1.98
5,73,2.00
5,74,1.84
5,75,1.94
5,76,4.96
5,77,5.00
5,78,1.98
5,79,2.00
5,80,1.84
5,81,1.94
5,82,4.96
5,83,5.00
5,84,1.98
5,85,2.00
5,86,1.84
5,87,1.94
5,88,4.96
5,89,5.00
5,90,1.98
5,91,2.00
5,92,1.84
5,93,1.94
5,94,4.96
5,95,5.00
5,96,1.98
5,97,5.00
5,98,1.98
5,99,2.00
5,100,1.84
5,101,1.94
5,102,4.96
5,103,5.00
5,104,1.98
5,105,2.00
5,106,1.84
5,107,1.94
5,108,4.96
5,109,5.00
5,110,1.98
5,111,2.00
5,112,1.84
5,113,1.94
5,114,4.96
5,115,5.00
5,116,1.98
5,117,2.00
5,118,1.84
5,119,1.94
5,120,4.96
5,121,5.00
5,122,1.98
5,123,5.00
5,124,1.98
5,125,2.00
5,126,1.84
5,127,1.94
5,128,4.96
5,129,5.00
5,130,1.98
5,131,2.00
5,132,1.84
5,133,1.94
5,134,4.96
5,135,5.00
5,136,1.98
5,137,2.00
5,138,1.84
5,139,1.94
5,140,4.96
5,141,5.00
5,142,1.98
5,143,2.00
5,144,1.84
5,145,1.94
5,146,4.96
5,147,5.00
5,148,1.98
5,149,5.00
5,150,1.98
5,151,2.00
5,152,1.84
5,153,1.94
5,154,4.96
5,155,5.00
5,156,1.98
5,157,2.00
5,158,1.84
5,159,1.94
5,160,4.96
5,161,5.00
5,162,1.98
5,163,2.00
5,164,1.84
5,165,1.94
5,166,4.96
5,167,5.00
5,168,1.98
5,169,2.00
5,170,1.84
5,171,1.94
5,172,4.96
5,173,5.00
5,174,1.98
5,175,5.00
5,176,1.98
5,177,2.00
5,178,1.84
5,179,1.94
5,180,4.96
5,181,5.00
5,182,1.98
5,183,2.00
5,184,1.84
5,185,1.94
5,186,4.96
5,187,5.00
5,188,1.98
5,189,2.00
5,190,1.94
5,190,1.94
5,191,4.96
5,192,5.00
5,193,1.98
5,194,2.00
5,195,1.84
5,196,1.94
5,197,4.96
5,198,5.00
5,199,1.98
5,200,5.00
5,201,1.98
5,202,2.00
5,203,1.84
5,204,1.94
5,205,4.96
5,206,5.00
5,207,1.98
6,1,4.98
6,2,4.86
6,3,4.96
6,4,1.98
6,5,1.98
6,7,4.98
6,8,4.86
6,9,4.96
6,10,1.98
6,11,1.98
6,12,5.00
6,13,4.98
6,14,4.86
6,15,4.96
6,16,1.98
6,17,1.98
6,18,5.00
6,19,1.98
6,20,5.00
6,21,4.98
6,22,4.86
6,23,4.96
6,24,1.98
6,25,1.98
6,26,5.00
6,27,4.98
6,28,4.86
6,29,4.96
6,30,1.98
6,31,1.98
6,32,5.00
6,33,4.98
6,34,4.86
6,35,4.96
6,36,1.98
6,37,1.98
6,38,5.00
6,39,4.98
6,40,4.86
6,41,4.96
6,42,1.98
6,43,1.98
6,44,5.00
6,45,1.98
6,46,5.00
6,47,4.98
6,48,4.86
6,49,4.96
6,50,1.98
6,51,1.98
6,52,5.00
6,53,4.98
6,54,4.86
6,55,4.96
6,56,1.98
6,57,1.98
6,58,5.00
6,59,4.98
6,60,4.86
6,61,4.96
6,62,1.98
6,63,1.98
6,64,5.00
