userId,productId,rating,timestamp
5f354c38e89c6447d2d27233,5fe3bef276180e1c714a32e9,1.0,856007075
610963a16add0e1408837c63,5fe3bef276180e1c714a32e9,4.5,1033345172
610963a16add0e1408837c79,610412d7d49035e51642be57,4.0,856007075
610963a16add0e1408837c72,60faf672a42e99cf54b8b101,5.0,1054449816
610963a16add0e1408837c71,60fedd8aa42e99cf54b8b110,4.5,1238729755f
610963a16add0e1408837c69,60fedf6ea42e99cf54b8b114,1.0,856007075
610963a16add0e1408837c66,60fc8039a42e99cf54b8b109,5.0,1054449816
610963a16add0e1408837c6b,5f860c0f5a4df270a1020c45,4.0,1131661969
610963a16add0e1408837c73,5fe3bef276180e1c714a32e9,4.5,1093070271
610963a16add0e1408837c87,610412d7d49035e51642be57,4.5,1033345172
610963a16add0e1408837c62,61036903df1f35482d00c7f0,5.0,1131661969
610963a16add0e1408837c65,60fc709ea42e99cf54b8b103,4.5,1093070150
610963a16add0e1408837c74,60fc709ea42e99cf54b8b103,5.0,1093070329
610963a16add0e1408837c64,610413bbd49035e51642be5a,5.0,1093070156
610963a16add0e1408837c7d,61036db3df1f35482d00c7f9,4.5,1131661969
610963a16add0e1408837c6c,60fedd8aa42e99cf54b8b110,5.0,1127470880
610963a16add0e1408837c7f,61037284df1f35482d00c802,3.5,1127470880
610963a16add0e1408837c86,6104180cd49035e51642be63,4.0,1033345172
610963a16add0e1408837c8b,61041fca8e24e60892fbb083,5.0,1238729755
610963a16add0e1408837c67,6104135bd49035e51642be59,3.5,1093070156
610963a16add0e1408837c6a,61040ff6d49035e51642be54,4.0,1093070150
610963a16add0e1408837c6d,6103740adf1f35482d00c804,5.0,1131661969
610963a16add0e1408837c8e,610413bbd49035e51642be5a,3.5,1238729755
610963a16add0e1408837c91,60fc7d58a42e99cf54b8b108,4.0,1093070271
610963a16add0e1408837c8a,6103740adf1f35482d00c804,4.5,1093070329
610963a16add0e1408837c83,60fedd8aa42e99cf54b8b110,1.0,1131661969
610963a16add0e1408837c88,6104135bd49035e51642be59,5.0,1054449816
610963a16add0e1408837c90,6104170fd49035e51642be60,5.0,1127468646
610963a16add0e1408837c81,610413bbd49035e51642be5a,3.5,856007075
610963a16add0e1408837c8c,61041a8ad49035e51642be68,4.0,1093070271
610963a16add0e1408837c76,6102d2d8df1f35482d00c7ed,4.0,1238729818
610963a16add0e1408837c80,610412d7d49035e51642be57,4.0,997938310
610963a16add0e1408837c89,60faf672a42e99cf54b8b101,5.0,1238729818
